SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
COc1cc(CNc2nc3c(n2CCCn2cncc2)cccc3)cc(c1OC)OC,-4.41,-9.25,-8.65,-5.47,-5.11,-7.44,-1.91,-1.79,-6.15,-7.26,-7.97,-6.67,-7.07,-4.4,-4.73,-8.12,-7.7,-8.25
COc1cccc(c1)C(=O)N1CCCCC1C(=O)N1CCOCC1,-5.92,-7.49,-7.51,-5.07,-5.2,-6.37,-2.98,-3.05,-6.24,-6.44,-7.6,-6.6,-7.05,-4.5,-5.16,-7.46,-7.66,-8.39
CCc1onc(n1)CN(C[C@@H]1CCN([C@H]1c1cccnc1)C)C,-7.35,-7.4,-7.48,-5.27,-5.37,-5.73,-2.38,-2.27,-6.01,-5.82,-4.78,-5.22,-6.99,-4.9,-4.69,-7.44,-6.99,-8.18
CC(C(=O)c1c(C)[nH]c2c1cccc2)N1CCN(CC1)S(=O)(=O)c1ccccc1F,-6.47,-10.17,-9.79,-6.07,-5.74,-8.3,-2.77,-2.47,-7.56,-6.46,-6.44,-7.52,-8.71,-5.83,-5.83,-8.04,-8.49,-9.1
C=CC(c1cc2cc3C[C@H](Oc3cc2oc1=O)C(O)(C)C)(C)C,-5.35,-8.42,-8.49,-5.29,-5.98,-7.81,-2.69,-2.72,-8.26,-7.81,-7.49,-7.17,-8.02,-5.99,-4.35,-7.82,-7.67,-9.09
C=CCN1C(=O)c2c(C1=O)cc(cc2)C(=O)N(Cc1ccc(cc1)CC)Cc1cccnc1,-5.69,-10.06,-10.01,-6.33,-6.7,-8.53,-2.57,-2.82,-7.66,-8.78,-7.94,-7.69,-8.22,-5.01,-6.3,-9.08,-9.01,-9.7
CC(n1nc(cc1C)C(=O)NC1(CCOCC1)C(=O)N)C1CC1,-5.08,-7.94,-7.66,-5.22,-5.21,-7.83,-2.12,-2.07,-5.38,-6.42,-6.13,-6.71,-6.55,-5.18,-4.49,-7.19,-7.02,-8.41
Clc1ccc2c(c1)nc([nH]2)C1CCCCN1,-5.68,-6.74,-6.74,-4.61,-4.6,-5.98,-3.12,-3.12,-5.82,-5.62,-5.36,-5.18,-6.61,-5.61,-5.38,-7.24,-7.1,-7.94
OC1CC(N(C1)S(=O)(=O)c1ccc2c(c1)cccc2)C(=O)Nc1ccc(cc1)NC(=O)C,-5.79,-11.21,-10.8,-5.65,-5.7,-8.73,-2.67,-2.68,-7.83,-8.12,-7.25,-7.46,-8.74,-6.62,-5.81,-9.55,-8.88,-10.86
CN(Cc1ccccc1)CCCNS(=O)(=O)c1ccccc1F,-5.11,-7.65,-7.93,-4.29,-4.1,-6.06,-1.92,-1.74,-6.21,-5.35,-5.39,-5.42,-7.25,-4.22,-4.19,-8.12,-7.02,-9.27
Clc1cccc(c1)n1ncc(c1C(F)(F)F)C(=O)Nc1c(C)n(n(c1=O)c1ccccc1)C,-8.33,-8.71,-8.67,-5.49,-5.45,-8.41,-2.42,-2.4,-7.06,-7.43,-7.77,-7.23,-8.24,-4.73,-5.78,-8.07,-7.43,-9.86
Fc1ccc(cc1)CCC(=O)N1CCc2c(C1C)[nH]c1c2cccc1,-6.11,-9.72,-9.73,-5.72,-5.74,-8.17,-3.22,-3.06,-7.83,-7.43,-7.64,-6.77,-7.29,-5.4,-5.84,-8.48,-8.35,-9.55
O=C(c1cn(nc1c1ccccc1)Cc1ccccc1)NCC(c1ccccc1)N(C)C,-5.82,-9.41,-9.3,-6.0,-6.17,-6.97,-2.32,-2.41,-7.06,-7.32,-6.91,-6.89,-7.79,-6.25,-6.11,-8.1,-8.61,-9.21
CCOc1ccc(cc1)Nc1nc2n(c1[N+](=O)[O-])ccs2,-6.83,-8.26,-8.24,-5.6,-5.54,-6.63,-2.79,-2.73,-7.14,-7.26,-7.13,-7.44,-6.34,-5.03,-4.43,-6.92,-6.78,-8.0
O=C(Nc1ccc(cc1)NC(=O)c1ccco1)NCCCc1n[nH]c(n1)C,-4.35,-9.36,-9.59,-5.81,-5.61,-7.68,-2.02,-2.15,-7.48,-6.75,-6.99,-6.88,-7.45,-4.99,-5.5,-9.17,-6.84,-9.27
Fc1cccc(c1)CC(=O)N1CCCSc2c1cccc2,-5.93,-7.3,-7.25,-5.05,-5.01,-6.46,-2.62,-2.57,-6.46,-6.8,-6.0,-6.53,-6.9,-5.06,-5.3,-8.56,-7.58,-9.49
COc1cc(OC)c(cc1NC(=O)CCc1nc2ccccc2c(=O)[nH]1)Cl,-5.48,-8.97,-8.66,-5.41,-5.56,-7.52,-2.66,-2.75,-7.9,-7.31,-7.63,-7.02,-7.64,-5.61,-6.26,-8.52,-8.38,-9.1
N#Cc1c(NC(=O)C(N2CCCC2c2cccs2)C)sc2c1CCCCC2,-5.95,-9.98,-9.99,-5.88,-5.91,-8.5,-3.2,-3.21,-7.07,-7.26,-7.29,-6.92,-8.62,-5.48,-5.05,-10.01,-8.89,-10.91
Fc1ccc(cc1)c1scc(n1)CSc1nnc(n1C1CC1)COc1ccccc1Cl,-4.81,-9.52,-9.51,-4.97,-5.64,-7.91,-2.61,-2.13,-6.99,-7.54,-8.74,-7.1,-7.84,-5.19,-4.99,-8.31,-7.84,-9.27
O=C(Nc1cccc2c1CCN2C)NCc1cnn(c1C)C,-4.74,-8.03,-8.06,-5.32,-5.21,-6.7,-3.15,-3.21,-6.51,-6.69,-6.69,-6.58,-6.98,-5.29,-5.84,-8.82,-7.92,-9.12
CCS(=O)(=O)c1ccc(c(c1)NS(=O)(=O)c1ccc2c(c1)cccc2)O,-5.54,-10.16,-10.11,-6.0,-6.09,-7.95,-3.34,-2.81,-7.68,-7.67,-8.03,-8.0,-7.98,-5.38,-5.98,-8.07,-8.92,-10.19
O=C(NCCc1nncn1C1CC1)CCc1ccc(cc1)C(C)(C)C,-4.9,-8.88,-9.17,-5.19,-5.33,-7.09,-2.2,-1.73,-6.85,-6.18,-6.37,-6.4,-6.76,-4.62,-4.54,-7.25,-6.66,-8.77
Cc1cc(C)c(c(c1)C(=O)O)NS(=O)(=O)c1cnn(c1)C,-4.02,-7.13,-7.0,-4.9,-4.98,-6.01,-2.51,-2.51,-5.87,-7.58,-7.79,-7.74,-5.97,-4.6,-5.2,-6.45,-6.4,-7.65
O=C(Nc1cccc(c1F)Cl)NCC(=O)N1CCCC1,-5.1,-7.95,-7.95,-5.13,-5.47,-6.44,-2.59,-2.63,-6.47,-6.2,-6.36,-6.08,-6.75,-4.96,-4.94,-8.43,-7.14,-8.92
COc1ccc(cc1S(=O)(=O)N(CC(=O)NCc1ccco1)C)Br,-4.38,-9.29,-7.74,-4.45,-4.97,-7.1,-1.99,-2.26,-7.01,-6.54,-6.49,-6.99,-6.9,-5.31,-4.63,-6.91,-6.71,-7.62
COc1ccc(cc1S(=O)(=O)N1CCCC1)C(=O)NCCCc1n[nH]c(c1C#N)N,-4.62,-9.62,-10.17,-5.23,-5.75,-8.11,-2.32,-2.27,-7.19,-6.74,-7.4,-7.26,-7.98,-4.55,-5.35,-7.37,-7.57,-9.66
OC1CC(N(C1)S(=O)(=O)c1ccc(cc1)F)C(=O)Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)C,-10.04,-10.93,-9.41,-5.96,-6.5,-8.12,-2.22,-2.65,-7.34,-7.93,-8.41,-7.58,-9.19,-6.04,-5.45,-7.9,-9.02,-10.12
O=C(NC(c1ccc(cc1)n1cncc1)C)CNC(=O)c1ccc(cc1)F,-5.03,-9.02,-9.19,-5.57,-5.29,-7.71,-2.34,-2.35,-6.95,-6.59,-6.96,-6.08,-7.38,-5.19,-4.97,-7.85,-7.25,-8.51
Cc1cc(C)cc(c1)C(=O)N1CCN(CC1)C(=O)C,-4.57,-7.59,-7.59,-4.44,-4.46,-6.48,-3.04,-3.02,-6.49,-6.09,-6.34,-5.91,-6.37,-4.22,-4.95,-6.69,-7.53,-7.79
Clc1ccc(cc1)Nc1nc(c(s1)C(=O)C)C,-4.85,-7.19,-7.18,-5.1,-5.1,-6.16,-2.78,-2.72,-5.84,-6.01,-6.07,-5.86,-6.53,-4.69,-5.59,-6.73,-7.04,-7.3
O=C(CN1C(=O)NC2(C1=O)CCCCC2)Nc1nc2c(s1)cccc2,-8.7,-9.43,-9.33,-6.03,-5.95,-7.75,-3.81,-3.55,-7.68,-7.08,-7.77,-7.95,-8.33,-5.21,-5.58,-7.72,-8.34,-9.21
CC(c1ccccc1n1ccnc1SCCOc1ccc(cc1)S(=O)(=O)N)C,-5.53,-9.35,-9.85,-5.35,-5.51,-7.95,-1.66,-2.04,-6.73,-7.28,-6.6,-6.51,-7.71,-5.0,-5.74,-7.97,-8.54,-9.35
N#CC1CCN(CC1)C(=O)c1ccc(cc1)CSc1nc2c([nH]1)cccc2,-5.67,-10.04,-9.94,-6.36,-6.16,-8.51,-2.93,-2.98,-8.11,-7.65,-7.93,-7.32,-8.19,-4.93,-5.71,-8.51,-8.5,-9.86
CCCC12CCCN2C(=O)N(C1=O)C1CCN(C1=O)C1CC1,-4.81,-8.22,-8.34,-5.08,-5.1,-6.63,-2.71,-2.85,-6.09,-6.04,-5.8,-6.24,-6.42,-4.28,-3.92,-6.79,-6.75,-7.48
O=C(C1CCN(CC1)C(=O)c1nc2n(c1)cccc2)Nc1ccc2c(c1)OCO2,-5.1,-9.08,-9.18,-6.64,-6.18,-8.41,-2.96,-3.46,-7.58,-7.68,-8.48,-7.44,-8.14,-6.25,-5.74,-7.94,-8.19,-9.06
O=S(=O)(c1ccc(cc1)S(=O)(=O)N1CCCC1)NCCc1nc2n(c1)CCCC2,-5.27,-10.41,-10.27,-6.54,-6.24,-8.61,-2.54,-2.89,-7.73,-7.65,-8.47,-7.66,-8.4,-4.6,-5.46,-7.63,-7.81,-9.36
Fc1ccc(cc1)OC[C@@H]1CC[C@H](O1)C#CCCN(C(=O)N)O,-4.03,-7.92,-7.78,-4.46,-4.91,-5.91,-1.91,-2.23,-5.87,-5.57,-6.68,-5.25,-6.09,-3.83,-4.61,-7.44,-5.9,-7.79
CCOC(=O)CCN(C(=O)c1cccc(c1)C#N)CC1CC1,-4.19,-7.82,-7.47,-4.33,-4.82,-6.58,-1.9,-2.04,-5.75,-6.51,-6.44,-5.87,-6.35,-4.38,-4.46,-6.76,-7.33,-7.62
CC1OCCC(C1)Nc1cnn2c1cccc2,-4.85,-7.28,-7.3,-4.44,-4.43,-6.26,-2.63,-2.61,-5.97,-5.44,-5.88,-6.0,-6.69,-4.71,-5.12,-6.51,-6.76,-7.05
COC(=O)c1ccc(o1)CSc1nnc(o1)c1ccccc1,-7.5,-8.78,-8.65,-5.68,-5.46,-7.19,-3.09,-3.07,-7.04,-7.05,-7.61,-6.89,-7.41,-5.15,-5.52,-7.31,-7.77,-8.14
CCOC(=O)c1ccc(cc1)NS(=O)(=O)c1ccc2c3c1cccc3c(=O)n2CC,-6.11,-11.48,-11.91,-6.51,-6.81,-8.82,-3.31,-3.26,-7.77,-7.62,-7.19,-8.44,-8.46,-5.74,-5.17,-8.66,-8.6,-10.57
COc1cc(cc(c1C)OC)C(=O)NCc1cccc(c1)COC(C)C,-4.37,-8.01,-8.08,-5.38,-5.52,-7.02,-2.54,-2.51,-6.13,-7.58,-7.4,-6.14,-7.4,-4.48,-5.94,-7.41,-7.6,-8.85
Cc1ccc(cc1)n1c2nc(C)n(c(=O)c2c2c1nc1ccccc1n2)Cc1ccccc1,-10.42,-8.54,-8.6,-6.67,-7.04,-8.02,-3.79,-3.83,-7.81,-7.89,-8.21,-7.61,-8.76,-4.83,-6.18,-8.31,-9.38,-10.13
O=C(NC(c1cccs1)c1ccc(cc1)F)CSc1nncn1c1cccc(c1)Cl,-5.27,-9.7,-9.24,-5.63,-5.66,-7.5,-2.02,-2.24,-7.6,-7.33,-7.24,-7.18,-7.55,-5.23,-6.62,-8.64,-8.22,-9.42
CC(Cc1nnc(s1)NC(=O)CN(S(=O)(=O)c1ccc(cc1)C)C)C,-5.12,-9.88,-9.47,-5.32,-5.29,-7.79,-2.56,-2.42,-7.71,-7.62,-7.31,-7.12,-7.37,-5.16,-5.27,-7.68,-7.41,-8.82
Clc1ccc(cc1)C1NCC(c2c1[nH]c1c2cccc1)c1ccccc1Cl,-5.55,-8.19,-8.19,-6.82,-6.79,-7.5,-3.84,-3.84,-7.64,-6.87,-6.53,-6.63,-8.19,-6.29,-6.11,-8.09,-8.44,-8.66
OC(=O)CCn1c(C=Cc2sccc2C)nc2c(c1=O)cccc2,-5.13,-7.92,-7.73,-5.61,-5.13,-6.8,-2.75,-2.86,-6.37,-9.18,-8.36,-7.98,-7.56,-5.72,-5.9,-6.67,-7.64,-8.54
O=C1CCCN1c1ccccc1NC(=O)c1ccc(s1)c1ccc2c(c1)OCCO2,-6.65,-9.82,-9.8,-6.68,-6.64,-8.76,-3.32,-3.34,-8.42,-7.97,-9.05,-8.53,-9.02,-6.18,-6.91,-9.78,-9.59,-10.52
COCC1(CCCN1Cc1ccc(cc1Cl)C#N)C(=O)N,-7.17,-7.0,-6.88,-5.15,-4.48,-6.09,-1.93,-1.93,-5.93,-5.71,-4.83,-5.75,-6.62,-4.52,-4.92,-7.06,-6.69,-7.26
Brc1ccc(cc1)C1CCN(CC1)c1nccn(c1=O)C,-4.92,-7.92,-7.92,-4.98,-4.81,-6.65,-3.36,-3.24,-6.63,-6.39,-6.48,-6.19,-6.35,-4.86,-4.4,-7.39,-6.97,-7.83
CCN(C(=O)c1nc(oc1c1ccccc1)C)Cc1cocc1,-5.45,-8.11,-8.16,-4.64,-4.42,-6.63,-2.42,-2.52,-5.85,-5.83,-6.94,-6.53,-6.59,-4.21,-5.19,-7.84,-7.17,-7.64
COc1ccc(cc1NC(=O)C(Nc1ccc2c(c1)CCN2C(=O)C)C)Cl,-5.21,-8.91,-9.09,-5.73,-5.66,-7.56,-3.2,-3.11,-6.55,-7.46,-7.73,-6.89,-8.24,-5.51,-6.1,-8.44,-8.5,-9.51
CC(CC(c1cccs1)NC(=O)CN(c1ncnc2c1[nH]cn2)C)C,-5.2,-6.97,-7.29,-4.36,-4.73,-5.74,-1.86,-1.79,-5.99,-6.18,-6.11,-5.92,-6.56,-4.63,-4.67,-8.22,-6.83,-7.22
Fc1cccc(c1)Cc1noc(n1)c1csc(c1)S(=O)(=O)C,-5.45,-9.23,-9.25,-5.61,-5.55,-7.66,-3.12,-2.95,-8.46,-8.1,-8.2,-6.84,-7.37,-6.08,-5.75,-8.56,-8.0,-9.23
CCOc1ccccc1NCC(=O)N1CCNC1=O,-5.54,-7.07,-7.36,-4.7,-4.55,-5.99,-2.56,-2.54,-6.22,-6.14,-6.51,-6.11,-6.54,-4.79,-4.93,-7.2,-7.14,-7.23
Clc1ccc(cc1)OCCn1c(nc2c1cccc2)c1ccccc1,-5.58,-8.5,-8.68,-5.61,-5.7,-7.1,-2.66,-2.57,-6.96,-7.2,-7.8,-6.66,-7.69,-5.62,-6.15,-8.37,-8.64,-9.98
Brc1ccc(cc1)C(=O)Nc1onc(n1)C,-4.8,-7.03,-7.03,-4.86,-4.86,-6.55,-3.11,-3.11,-6.56,-6.15,-6.27,-6.06,-6.58,-4.66,-5.41,-6.81,-6.63,-7.44
COC(=O)c1oc(cc1C)Cn1ncc(c1)Br,-4.44,-7.28,-7.43,-4.74,-4.65,-6.11,-2.48,-2.51,-6.12,-5.77,-6.16,-5.56,-5.6,-4.28,-5.45,-6.31,-6.34,-7.11
O=C(CC1Sc2ccccc2NC1=O)Nc1ccc(cc1)O,-5.76,-8.44,-8.52,-5.65,-5.59,-7.85,-2.6,-2.61,-6.62,-6.47,-7.39,-7.14,-7.43,-5.3,-5.16,-8.18,-7.42,-8.62
O=C(c1ccc(c(c1)[N+](=O)[O-])C)Cn1cnc2c(c1=O)cc(s2)c1ccccc1,-8.54,-10.44,-10.66,-7.63,-7.61,-9.87,-4.0,-3.99,-8.54,-9.63,-9.33,-8.83,-8.36,-6.39,-7.71,-8.81,-8.99,-10.99
CC1CCc2c(C1)sc1c2c(=O)n(c(n1)CN1CCCC1)CC(=O)Nc1ccc(cc1F)Cl,-6.13,-9.24,-9.26,-6.69,-6.77,-8.67,-3.0,-2.97,-7.72,-8.78,-7.84,-8.31,-9.3,-6.16,-6.45,-10.69,-8.93,-11.98
COc1cc(CCNC(=O)c2cccs2)c(cc1OC)Br,-6.83,-7.87,-7.76,-4.61,-4.66,-6.34,-2.47,-2.9,-6.26,-6.71,-6.6,-5.7,-6.39,-5.11,-5.11,-7.88,-7.84,-8.25
Fc1ccc(cc1)OCCN(C(=O)c1csc(n1)c1cscc1)C,-4.48,-7.96,-8.38,-5.1,-5.02,-6.77,-2.39,-2.38,-5.91,-6.74,-7.1,-6.19,-6.71,-4.23,-5.48,-7.84,-7.18,-8.78
Cc1onc(c1CSc1nc2ccccc2c(=O)n1c1c(=O)n(n(c1C)C)c1ccccc1)C,-6.14,-9.34,-9.35,-6.61,-6.59,-7.89,-3.59,-3.56,-7.96,-8.32,-7.76,-8.68,-9.0,-5.62,-7.09,-8.62,-10.35,-10.86
COc1ccccc1C(=O)CSc1ncccn1,-4.49,-7.15,-7.36,-4.96,-4.63,-6.31,-2.39,-2.44,-5.8,-5.27,-6.66,-5.67,-5.84,-4.44,-4.2,-7.11,-6.48,-7.44
O=C(NC1(CCCC1)c1nccs1)Cc1noc2c1cccc2,-5.96,-8.87,-9.0,-6.08,-6.07,-7.83,-3.03,-3.22,-6.72,-7.4,-7.98,-7.12,-7.49,-5.83,-5.68,-8.65,-8.42,-8.58
COc1ccc(cc1)NC(=O)c1cnn(c1)Cc1ccccc1,-5.47,-8.46,-8.45,-5.37,-5.43,-7.12,-2.28,-2.27,-6.95,-6.4,-6.97,-5.94,-7.35,-5.03,-5.24,-7.92,-7.26,-8.39
Cc1csc(=O)n1CCN1CCN(CC1)Cc1ccc2c(c1)OCO2,-5.93,-7.38,-8.05,-5.07,-5.05,-6.49,-2.62,-2.53,-5.8,-5.25,-5.05,-4.92,-7.08,-4.67,-4.91,-7.34,-7.01,-8.28
COc1ccc(cc1)NC(=O)NCc1ccc(nc1)N1CCOCC1,-5.08,-8.13,-8.39,-5.79,-5.52,-7.54,-2.53,-2.54,-6.56,-6.09,-7.14,-6.25,-6.99,-4.67,-5.03,-7.36,-6.84,-9.51
CC(C(c1ccncc1)NC(=O)N1CCSC(C1C)C)C,-5.3,-7.16,-7.17,-5.18,-5.13,-6.3,-2.61,-2.61,-5.72,-5.6,-6.48,-6.78,-6.47,-5.5,-4.57,-8.21,-6.58,-9.64
COc1ccc(cc1)CNc1nc2c(n1Cc1cccc(c1)C)c(=O)[nH]c(=O)n2C,-5.86,-8.85,-8.72,-5.61,-5.33,-6.55,-2.56,-2.57,-6.68,-6.29,-8.04,-6.55,-7.81,-6.37,-6.7,-8.69,-7.99,-9.6
O=C(c1cc(NCc2cccc(c2)C(F)(F)F)nc2c1cccc2)NC1CC1,-5.49,-8.25,-8.37,-6.13,-5.64,-7.29,-2.63,-2.58,-6.85,-7.32,-7.4,-6.49,-7.83,-5.75,-5.81,-8.29,-8.75,-9.21
CN(Cc1ccc(cc1)C(C)(C)C)CC(=O)Nc1ccc(cc1)N1CCCC1=O,-5.64,-9.69,-9.62,-5.59,-5.92,-8.23,-2.1,-2.06,-6.84,-6.73,-6.09,-6.48,-8.65,-4.63,-5.07,-8.16,-8.11,-9.26
CCc1onc(n1)CN1CCC(CC1)Oc1ccc(cc1)F,-4.9,-7.39,-7.36,-5.01,-4.99,-6.67,-2.31,-2.35,-6.25,-5.57,-6.49,-5.64,-6.94,-4.49,-4.68,-7.59,-6.95,-8.43
CCCc1scc(n1)CN1CCOC(C1)c1nncn1C,-6.86,-6.7,-7.06,-4.52,-4.85,-6.0,-2.29,-2.32,-5.39,-4.86,-5.59,-5.15,-6.12,-4.52,-4.87,-6.7,-6.68,-7.34
COc1ccccc1C(N1CCCCC1)CNC(=O)c1ccc2c(c1)C(=O)N(C2=O)CC1CCCO1,-6.15,-11.25,-11.18,-6.87,-6.72,-8.44,-3.06,-3.19,-7.78,-7.72,-7.24,-7.4,-9.61,-6.59,-6.39,-9.21,-8.67,-10.74
OC(=O)Cn1c(=O)n(C)c2c(c1=O)n1c(n2)n(c(c1C)C)C,-4.67,-5.99,-5.86,-5.3,-5.01,-5.37,-2.62,-2.76,-4.57,-6.16,-6.12,-6.77,-7.39,-4.33,-4.0,-6.61,-6.73,-7.04
NC(=O)[C@@H]1[C@@H](C)OCCN1CCOc1ccccc1C(F)(F)F,-6.33,-6.35,-6.11,-3.72,-3.96,-5.2,-1.71,-1.66,-5.46,-5.83,-4.6,-4.5,-6.1,-4.41,-3.58,-6.94,-6.21,-7.08
O=C(CN(c1nc(C)nc2c1c1CCCc1s2)C)Nc1cc(C)ccc1C,-5.35,-9.17,-9.33,-5.79,-5.88,-8.44,-3.09,-3.03,-7.23,-7.41,-7.48,-7.02,-8.23,-5.79,-5.85,-10.23,-9.05,-10.86
CCn1nnc(c1C(=O)NC[C@@H]1CCCO[C@H]1c1cnn(c1)C)C,-7.91,-8.74,-8.3,-5.28,-5.36,-7.21,-2.72,-2.57,-6.02,-6.92,-6.84,-6.18,-7.03,-5.24,-5.64,-8.24,-7.9,-9.1
Cc1ccc(c(c1)NS(=O)(=O)c1cc(c(s1)C(=O)O)C)F,-4.28,-8.18,-8.57,-5.19,-5.45,-7.26,-2.72,-2.73,-6.56,-7.47,-7.52,-8.33,-7.05,-5.21,-5.24,-7.12,-7.32,-7.43
O=C1CCC(N1)C(=O)Nc1ccc(c(c1)n1cccc1)F,-5.09,-7.82,-7.81,-5.1,-5.11,-6.33,-2.69,-2.72,-6.99,-6.66,-7.29,-5.65,-6.61,-4.91,-5.12,-7.36,-7.17,-8.21
