SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
CCc1noc(n1)CNc1cc(OC)ccc1OC(C)C,-4.47,-7.2,-6.82,-5.03,-4.79,-6.26,-2.07,-2.22,-5.4,-6.21,-6.25,-5.86,-6.56,-4.61,-5.28,-6.54,-6.26,-7.89
CN1CCC(CC1)NS(=O)(=O)c1ccc(c(c1)F)OC1CCOCC1,-5.38,-9.0,-8.94,-5.03,-5.01,-7.8,-2.93,-2.64,-6.66,-6.65,-6.93,-6.97,-8.05,-5.25,-5.81,-8.31,-7.29,-8.93
CCOC(=O)C1CSCCN1C(=O)c1ccc(cc1)OC(C)C,-4.07,-7.55,-7.38,-4.99,-4.93,-6.83,-2.8,-2.56,-6.47,-5.94,-6.35,-6.3,-6.37,-4.18,-4.1,-6.22,-7.31,-7.6
Cc1cccc(c1)n1nnnc1SC(c1cccc(c1)[N+](=O)[O-])C,-5.21,-10.19,-10.02,-6.86,-6.89,-8.76,-3.59,-3.45,-8.49,-9.59,-9.24,-8.51,-8.61,-6.06,-6.13,-8.94,-8.7,-9.48
CCC(S(=O)(=O)NC(c1ccc(cc1)Br)(C)C)C#N,-7.61,-8.15,-8.11,-5.58,-5.41,-6.59,-3.14,-2.95,-6.61,-6.33,-7.12,-6.15,-6.7,-4.25,-4.88,-7.88,-7.8,-8.73
Brc1cc(C)c(cc1S(=O)(=O)NCCCN1CCOCC1)C,-5.36,-8.31,-8.66,-4.42,-4.61,-6.64,-2.3,-2.27,-5.08,-5.65,-6.55,-5.68,-6.7,-5.22,-4.84,-8.24,-7.26,-8.73
CCCC1CC1NC(=O)Cn1nc2n(c1=O)CCCCC2,-7.57,-7.96,-7.96,-5.26,-5.26,-6.37,-2.4,-2.39,-6.64,-6.1,-7.12,-5.67,-6.37,-4.52,-5.35,-7.18,-6.71,-8.0
CC(c1nnc([nH]1)SCC(=O)c1ccccc1)C,-4.98,-7.46,-7.47,-5.37,-5.24,-6.66,-2.73,-2.84,-6.55,-5.72,-6.78,-5.98,-6.44,-4.78,-5.04,-7.96,-7.32,-8.47
CCn1ccnc(c1=O)N1CCC(CC1)NC(=O)NCc1cocc1,-7.25,-8.23,-7.99,-5.29,-5.33,-7.14,-2.57,-2.91,-6.46,-6.43,-6.09,-6.69,-6.78,-5.21,-5.86,-7.25,-7.51,-7.85
FC(Oc1cccc(c1NC(=O)Nc1cn[nH]c1)C)F,-3.95,-6.58,-6.62,-4.42,-4.45,-5.58,-2.14,-2.14,-5.0,-5.36,-6.16,-5.37,-6.44,-4.23,-4.17,-6.62,-6.41,-7.58
O=C(NC(c1cccs1)C1CCCC1)NC(Cn1cccn1)C,-5.26,-7.62,-7.91,-5.56,-5.53,-7.15,-2.47,-2.26,-6.06,-6.28,-6.79,-6.49,-7.5,-5.37,-5.02,-8.29,-7.05,-8.43
O=c1cc(ncn1Cc1cc(=O)n2c(n1)cccc2)C1CCC1,-5.54,-8.91,-8.91,-5.6,-5.62,-7.39,-3.11,-3.44,-7.25,-6.55,-7.6,-7.12,-6.94,-5.09,-5.39,-8.21,-7.86,-9.1
Fc1ccc(cc1)c1csc2c1c(=O)[nH]c(n2)CNc1cccc(c1)C(=O)NC1CC1,-6.08,-10.43,-10.48,-6.4,-5.75,-8.3,-3.08,-2.88,-8.26,-9.01,-8.24,-7.33,-8.22,-5.09,-6.31,-9.55,-8.91,-10.14
O=C(Nc1cccc(c1)C(=O)N(c1ccccc1)C)NC1CCN(CC1)C(=O)C(C)(C)C,-6.11,-9.94,-9.93,-6.9,-7.06,-9.39,-3.51,-3.23,-8.1,-8.1,-7.68,-7.5,-7.59,-5.52,-7.13,-9.06,-9.77,-10.72
O[C@H]1CN([C@H](C1)c1onc(n1)C)c1snc(n1)C(C)(C)C,-7.02,-7.36,-8.13,-5.54,-5.53,-6.43,-2.63,-2.63,-5.82,-6.04,-6.89,-6.46,-7.38,-4.95,-5.33,-6.35,-7.14,-7.57
O=c1cc(C)c(c(o1)C)C(=O)Nc1ccc(cc1)OC(F)(F)F,-4.38,-7.2,-7.21,-4.57,-4.57,-6.34,-1.99,-1.99,-6.09,-5.91,-6.01,-5.87,-7.54,-4.12,-4.61,-6.04,-6.99,-7.07
O=C(c1cnc2n(c1=O)cccc2)N1CCCC(C1)n1cccn1,-5.08,-8.99,-9.08,-5.69,-5.43,-7.64,-3.11,-3.1,-6.84,-6.65,-7.72,-7.08,-6.9,-5.19,-5.15,-7.4,-8.81,-7.98
COc1ccc(c(c1)OC)NS(=O)(=O)c1cccc(c1)C(=O)O,-4.15,-8.39,-8.2,-5.01,-5.23,-7.24,-2.48,-2.5,-6.65,-7.83,-8.2,-7.58,-6.91,-4.92,-5.17,-7.0,-7.73,-8.15
O=C(Nc1cccc(c1)S(=O)(=O)N(C)C)CNc1ccc(c(c1)S(=O)(=O)N1CCCCCC1)C,-6.22,-11.29,-10.97,-6.21,-5.97,-9.58,-2.72,-2.99,-8.76,-8.71,-8.83,-7.49,-9.1,-5.13,-6.24,-9.67,-8.25,-10.04
CC(NC(=O)CCn1c(=O)sc2c1cccc2)CCc1ccccc1,-7.86,-9.29,-9.0,-5.39,-5.29,-6.88,-1.84,-2.15,-6.91,-7.11,-7.01,-6.78,-7.5,-5.16,-5.28,-8.26,-7.76,-9.41
CCc1nnc(s1)NC(=O)c1cccnc1Sc1ccccc1,-5.98,-9.02,-8.94,-5.65,-5.69,-7.28,-3.11,-2.7,-6.46,-6.78,-7.38,-7.03,-7.69,-5.37,-5.92,-7.72,-8.08,-8.74
O=C(NCc1cocc1)CCNS(=O)(=O)c1ccc2c(c1)CCCC2,-4.57,-10.02,-10.1,-5.84,-5.96,-8.14,-2.74,-1.87,-6.54,-7.0,-7.72,-6.93,-7.25,-5.54,-5.47,-8.38,-7.4,-9.34
O=C(Cc1ccc(cc1)S(=O)(=O)N1CCCCC1)NC1CCCCC1,-5.95,-9.91,-9.46,-5.96,-5.83,-8.28,-3.2,-3.04,-7.89,-7.74,-8.94,-7.33,-7.79,-5.89,-5.48,-8.11,-7.85,-9.47
CC(=O)NC12CC3CC(C1)CC(C2)(C3)C(=O)NCCc1ccc(cc1)F,-8.68,-9.54,-9.69,-6.02,-5.73,-8.11,-2.87,-2.56,-7.46,-7.56,-8.35,-6.87,-7.06,-5.93,-5.37,-8.55,-8.33,-9.79
CCN(C(c1cccnc1)c1ccc(cc1)Cl)C(=O)CC,-5.0,-6.96,-7.0,-4.86,-4.71,-5.68,-2.35,-2.16,-5.43,-5.82,-5.43,-5.99,-6.2,-4.46,-4.51,-6.96,-6.86,-7.34
COC(=O)C1CCN(CC1)S(=O)(=O)NCC1CCCCC1,-5.13,-8.41,-8.44,-5.82,-5.44,-7.61,-2.43,-2.46,-6.7,-6.79,-7.09,-6.41,-7.07,-5.44,-4.42,-7.43,-7.35,-8.46
COCCC(=O)Nc1ccccc1NC(=O)c1ccc2c(n1)cccc2,-5.42,-10.26,-10.15,-6.37,-6.57,-7.46,-2.53,-2.21,-6.91,-8.3,-7.61,-6.96,-8.47,-5.96,-5.98,-8.02,-8.15,-9.41
COc1ccc(cc1)CN1CCCN(CC1)CCC(=O)N1CCc2c1cccc2,-6.44,-8.57,-8.87,-5.22,-5.6,-8.22,-2.75,-2.54,-6.25,-5.99,-6.13,-5.79,-8.68,-5.61,-6.19,-8.09,-8.1,-9.86
OC[C@H]1C=C[C@H](C1)NC(=O)CN(Cc1ccccc1)C,-4.91,-7.18,-7.34,-4.76,-4.54,-5.5,-1.74,-1.84,-5.67,-4.69,-5.47,-5.09,-6.34,-5.03,-4.59,-7.09,-6.58,-7.57
N#Cc1c(Nc2nc3ccccc3nc2N2CCCCC2)oc(c1c1ccccc1)c1ccccc1,-11.36,-10.23,-10.23,-7.2,-7.21,-8.01,-3.21,-3.22,-7.65,-8.09,-8.76,-8.38,-9.33,-6.29,-7.52,-10.02,-10.02,-10.93
COc1cc(NC(=O)CCc2c(C)nn(c2C)C)cc(c1)OC,-4.8,-7.7,-7.97,-4.67,-4.87,-6.5,-2.42,-2.41,-6.11,-6.89,-6.86,-5.84,-6.56,-5.26,-5.3,-7.42,-6.98,-8.4
Fc1cc(F)cc(c1)C(=O)Nc1ccccc1c1ccccc1,-5.38,-7.36,-7.1,-5.53,-5.53,-6.81,-2.8,-2.88,-6.11,-6.39,-7.25,-6.55,-7.27,-5.46,-5.52,-8.14,-8.22,-9.39
N#Cc1nc(oc1N1CCN(CC1)C(=O)CN(Cc1ccc2c(c1)cccc2)C)C,-9.66,-9.28,-9.38,-6.0,-5.57,-7.62,-2.45,-2.3,-7.3,-6.43,-6.54,-6.51,-8.15,-5.7,-6.0,-8.85,-8.36,-9.67
Cn1c(nnc1S(=O)(=O)CCc1ccccc1)N1CCOCC1,-6.1,-8.31,-8.2,-4.76,-4.92,-6.6,-2.35,-2.46,-7.28,-6.96,-7.8,-6.04,-6.83,-5.07,-4.88,-7.81,-7.77,-8.46
COc1cc2CCN(Cc2cc1OC)C(=O)C1(OC)CCNCC1,-4.51,-7.34,-7.46,-4.63,-5.01,-6.28,-3.28,-3.24,-6.33,-5.77,-5.47,-5.81,-6.67,-4.91,-5.06,-7.97,-6.8,-8.55
O=C(N1CCN(CC1)S(=O)(=O)c1cc2OCC(=O)Nc2cc1Cl)CC(C)(C)C,-5.03,-9.84,-9.92,-5.87,-5.86,-8.63,-2.68,-2.88,-7.06,-6.99,-7.75,-7.27,-7.36,-5.8,-5.23,-7.26,-7.99,-9.43
O=C(N1CCC(CC1)N(c1ccc(nn1)C)C)CCC1CCCO1,-5.09,-9.37,-9.43,-5.38,-5.4,-7.89,-3.17,-3.02,-6.65,-6.27,-7.3,-7.37,-7.33,-5.12,-5.57,-7.18,-7.08,-8.56
CO[C@@H]1C[C@H](N(C1)C(=O)c1oc2c(c1C)cccc2)c1[nH]nc(n1)C,-9.19,-9.09,-8.92,-5.76,-5.79,-6.93,-3.11,-3.06,-7.3,-7.11,-7.23,-6.73,-7.16,-5.11,-6.08,-8.3,-7.94,-8.77
CO[C@@H]1CN([C@@H](C1)C(=O)N)C(=O)COc1ccc(cc1C)Cl,-8.0,-7.86,-7.8,-4.67,-4.85,-6.37,-2.51,-2.45,-6.15,-6.67,-6.27,-6.12,-7.16,-4.62,-4.93,-7.29,-7.14,-7.71
O=C(Nc1noc(c1)C)CSc1nc2ccccc2c(=O)n1CCCN1CCOCC1,-4.75,-8.7,-8.93,-5.42,-5.49,-7.41,-2.54,-1.81,-6.77,-7.38,-6.94,-6.35,-7.77,-5.25,-5.83,-8.25,-8.75,-8.43
Clc1ccc(cc1)OCCN(C(=O)CCn1cnc2c(c1=O)cnn2C)C,-6.84,-9.06,-9.54,-4.93,-4.7,-6.85,-2.4,-2.22,-6.11,-6.55,-6.63,-6.12,-6.32,-4.3,-5.18,-7.08,-6.81,-8.17
CO[C@@H]1CN([C@@H](C1)CN(C(=O)c1ccc(cc1)N1CCOCC1)C)C,-7.45,-7.89,-7.48,-4.74,-4.65,-6.61,-2.53,-2.27,-6.33,-6.46,-6.16,-5.67,-6.79,-4.76,-4.5,-6.83,-6.35,-7.28
O=C(Nc1cc(ccc1N1CCCC1)C(F)(F)F)CN1C(=O)NC(C1=O)(C)C1CC1,-4.92,-8.68,-8.22,-5.12,-4.8,-7.43,-2.12,-2.3,-6.78,-7.19,-6.74,-6.47,-6.46,-5.32,-5.07,-8.21,-7.73,-8.11
CCC1CCC2(CC1)NC(=O)N(C2=O)Cc1cc(=O)n(c(=O)n1C)C,-5.57,-8.86,-8.85,-5.28,-5.16,-7.2,-3.08,-3.1,-7.37,-6.12,-7.6,-7.07,-7.38,-4.77,-5.38,-7.35,-7.55,-8.54
O=C(Cn1cnnn1)Nc1ccc(c(c1)C)Br,-5.05,-7.81,-7.88,-5.15,-4.94,-6.62,-3.23,-2.99,-7.21,-6.19,-6.56,-6.04,-6.62,-5.06,-5.81,-6.98,-6.79,-8.29
O=C(COc1ccc(cc1Cl)F)NCCc1nc2c([nH]1)cccc2,-4.58,-8.23,-8.24,-4.82,-5.13,-6.62,-1.81,-2.24,-7.0,-6.04,-6.9,-6.43,-6.87,-4.79,-5.45,-7.36,-7.15,-7.94
N#Cc1cccnc1N1CC(C)OC(C1)(C)C,-4.76,-7.02,-7.03,-4.53,-4.51,-5.42,-2.98,-2.99,-5.02,-5.45,-6.69,-5.4,-6.25,-4.15,-5.07,-6.82,-6.75,-7.39
Fc1ccc2c(c1)N(CCO2)S(=O)(=O)N1CCCC1,-4.95,-7.19,-6.84,-4.37,-4.44,-6.18,-2.85,-2.83,-6.11,-5.7,-6.37,-5.87,-6.43,-4.23,-5.22,-6.9,-7.38,-7.52
N#Cc1ccccc1CSc1nnc(s1)C,-5.04,-7.24,-7.41,-4.99,-4.95,-6.54,-3.03,-2.87,-6.33,-5.8,-6.62,-6.37,-6.98,-4.57,-5.86,-7.34,-7.63,-8.09
CCCCNC(=O)CN1CCN(CC1)C(=O)c1ccc(cc1)C(F)(F)F,-4.78,-7.24,-7.02,-4.56,-4.42,-6.4,-2.14,-1.52,-5.55,-5.56,-5.59,-5.06,-6.55,-4.31,-4.41,-7.19,-7.33,-6.9
CCC(NC(=O)c1sc(nc1CC(C)C)C)CO,-4.44,-6.73,-6.85,-3.98,-4.02,-5.37,-1.96,-1.91,-5.03,-5.2,-5.46,-4.85,-5.37,-4.02,-4.47,-6.65,-6.36,-6.78
Cc1ccc(cc1)OCc1scc(n1)C(=O)Nc1ccc(cc1)C(=O)N,-8.39,-9.33,-9.36,-5.8,-5.73,-8.23,-2.53,-2.56,-7.1,-7.41,-7.87,-6.82,-8.14,-5.08,-5.59,-7.53,-7.86,-9.14
CCc1sc(cc1C)C(=O)N1CCC(CC1)C(=O)O,-4.24,-7.49,-7.94,-5.13,-5.23,-6.72,-2.97,-2.9,-6.14,-7.27,-7.6,-8.12,-7.39,-4.94,-4.63,-7.26,-7.26,-7.84
CN(C(=O)c1cccc2c1cccn2)Cc1ccc(c(c1)Cl)Cl,-5.96,-8.73,-8.24,-5.27,-5.27,-7.52,-3.19,-3.03,-7.15,-6.6,-7.68,-7.36,-8.01,-5.74,-6.37,-8.06,-8.21,-9.42
Cc1onc(n1)CNC(=O)N1CCC(CC1)Cc1ccc(c(c1)C)C,-8.16,-9.09,-9.37,-6.13,-6.05,-8.44,-3.2,-3.03,-7.17,-6.81,-7.87,-7.32,-7.51,-5.75,-5.78,-7.85,-7.62,-8.89
Clc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCC1,-4.91,-9.1,-9.12,-5.38,-5.39,-7.92,-3.28,-3.36,-6.71,-6.6,-7.29,-7.05,-8.06,-5.65,-5.13,-7.81,-7.85,-8.68
O=C(Cc1ccc2c(c1)OCCO2)NCC(=O)Nc1ccc(c(c1)F)F,-5.16,-8.64,-8.66,-5.75,-5.7,-7.07,-2.46,-2.65,-6.77,-6.12,-7.17,-6.56,-6.95,-4.58,-5.73,-7.54,-7.3,-8.26
O=C(Cc1csc(n1)N1CCCC1=O)Nc1ccc2c(c1)sc(n2)N1CCOCC1,-6.06,-10.77,-10.81,-7.44,-7.47,-8.83,-3.47,-3.58,-8.19,-8.27,-8.53,-7.48,-9.05,-6.19,-6.83,-8.39,-8.51,-10.45
Brc1cncc(c1)C(=O)Nc1nccs1,-4.42,-6.62,-6.6,-4.74,-4.73,-5.93,-2.8,-2.77,-5.81,-5.85,-5.98,-5.43,-5.71,-4.43,-5.26,-6.89,-6.25,-7.55
O=C(c1c(C)onc1c1c(F)cccc1Cl)Nc1cccc(c1)S(=O)(=O)NCc1ccco1,-5.58,-10.14,-10.57,-6.88,-6.7,-9.14,-2.64,-3.03,-7.57,-7.25,-8.55,-7.81,-8.95,-5.66,-5.85,-8.67,-8.65,-10.53
CCN(S(=O)(=O)CCn1cnc2c1cccc2)C1CC1,-4.51,-7.5,-7.4,-4.37,-4.38,-6.3,-2.32,-2.65,-5.72,-5.56,-5.95,-5.61,-6.15,-4.09,-4.31,-7.37,-6.9,-8.09
CCc1ccc2c(c1)c(=O)[nH]c(n2)c1scc(n1)C,-4.68,-7.96,-7.83,-5.13,-5.13,-6.61,-2.73,-2.77,-6.09,-6.22,-6.8,-6.13,-6.68,-5.27,-5.56,-6.94,-7.79,-7.77
CSCCC(C(=O)NCC(c1ccc(cc1)OC)N1CCCCC1)NC(=O)c1ccccc1OC,-7.56,-7.53,-7.24,-5.49,-4.24,-5.89,-0.91,-1.32,-5.1,-6.56,-6.83,-5.92,-6.52,-4.1,-4.47,-7.2,-6.92,-9.09
CC1CCN(CC1)C(=O)NC1CCCN(C1=O)c1cccnc1,-5.16,-8.18,-8.18,-5.53,-5.51,-7.25,-3.25,-3.24,-5.83,-6.69,-6.36,-6.44,-6.56,-4.96,-5.64,-7.88,-7.06,-8.53
CCc1ncc2c(n1)CN(CC2)CC(=O)N1CCCC2C1CCCC2,-6.26,-9.47,-9.48,-5.75,-5.63,-7.14,-2.9,-3.07,-7.3,-6.75,-6.58,-6.5,-7.93,-5.01,-6.26,-7.94,-8.65,-9.11
O=C(c1ccccc1SCC1CCCO1)NCc1ccc(cc1)C(=O)N1CCCCC1,-5.79,-10.48,-10.6,-6.83,-6.87,-8.35,-3.15,-2.95,-7.19,-8.12,-7.18,-8.01,-8.65,-5.21,-6.36,-10.13,-8.65,-11.33
O=C(Cc1sc(nc1c1cccs1)c1ccccc1)NCc1ccccn1,-5.67,-9.27,-8.67,-6.02,-6.65,-7.36,-2.96,-2.81,-7.23,-7.97,-8.22,-7.77,-8.18,-5.46,-5.49,-8.77,-9.18,-9.53
OC1CCCN(C1)Cc1ccccc1,-5.02,-5.58,-5.41,-4.13,-4.13,-4.88,-2.28,-2.25,-4.61,-4.31,-4.63,-4.33,-6.36,-4.2,-4.14,-7.3,-6.09,-7.71
O=C(CN1CCN(CC1)c1ccc(c2c1nccc2)[N+](=O)[O-])NCc1ccccc1,-5.37,-8.89,-8.45,-5.67,-5.64,-8.0,-3.15,-2.71,-7.2,-7.61,-7.25,-7.39,-8.49,-5.41,-5.32,-7.73,-8.7,-9.87
CC(c1ccc(cc1)SC(C)C)NC(=O)CNC(=O)C1CC1,-4.7,-7.8,-7.87,-4.77,-4.56,-6.78,-2.18,-2.47,-5.93,-7.01,-5.56,-6.13,-6.21,-4.51,-4.54,-7.16,-6.57,-7.95
CCOCCCn1c(SCC(=O)c2[nH]c(c(c2C)C(=O)C)C)nc2c(c1=O)cccc2,-4.85,-9.55,-9.27,-4.85,-4.76,-6.79,-1.58,-1.89,-5.95,-7.41,-6.73,-6.87,-6.71,-4.77,-5.92,-8.23,-8.33,-9.81
COc1ccccc1NS(=O)(=O)c1ccc(c(c1)C(=O)NCCCc1ccccc1)C,-8.71,-9.48,-9.79,-5.42,-5.62,-7.56,-2.46,-2.54,-6.7,-7.78,-8.37,-6.98,-7.59,-6.44,-5.11,-8.14,-7.96,-9.7
COCCNc1cc(ccc1C(=O)N)n1c2ccccc2c2c1CCCC2=O,-5.37,-8.32,-9.13,-5.75,-5.88,-7.4,-3.14,-3.3,-6.96,-7.34,-6.45,-8.18,-7.49,-5.49,-6.51,-7.15,-7.49,-9.13
Cn1ccnc1C(C1CCOCC1)Nc1nccc(n1)C(F)(F)F,-6.49,-6.74,-6.75,-5.07,-4.74,-5.73,-2.16,-2.25,-5.43,-5.91,-6.12,-5.72,-6.28,-4.64,-4.79,-6.8,-6.83,-7.33
CCc1cccc(c1NCc1cc(=O)n2c(n1)scc2)C,-4.61,-8.17,-8.04,-5.3,-5.37,-6.95,-2.42,-2.51,-5.94,-6.82,-6.79,-6.04,-7.19,-4.94,-4.92,-7.77,-7.49,-9.0
CCc1sc(cc1C)C(=O)Nc1ccc(nc1)OC,-4.24,-7.17,-7.18,-4.41,-4.33,-6.6,-2.45,-2.22,-5.94,-6.27,-6.2,-5.68,-6.41,-4.6,-4.48,-6.8,-6.64,-7.47
CNC(=O)C1CN(C(=O)C1)C1CN(C1)C(=O)C1(CCC1)C(F)(F)F,-7.18,-7.78,-7.9,-4.59,-4.66,-6.76,-2.52,-2.5,-5.91,-5.65,-6.62,-6.06,-6.05,-4.91,-4.25,-6.44,-6.61,-6.89
CCC(Oc1ccccc1C)CNC(=O)C1CCOCC1,-4.53,-7.58,-7.72,-4.81,-4.63,-6.62,-2.16,-2.15,-5.87,-6.24,-7.27,-6.43,-7.08,-4.77,-5.43,-7.03,-7.47,-8.23
CSCc1ccc(cc1)C(=O)Nc1cccc(c1)c1nnnn1C1CC1,-5.65,-9.7,-9.68,-5.94,-5.97,-8.25,-3.08,-3.03,-7.58,-8.73,-7.89,-7.94,-7.92,-5.67,-7.07,-8.46,-9.21,-9.8
O=C(N1CCCCCC1)COc1ccc(cc1)S(=O)(=O)N1CCOCC1,-5.43,-9.68,-9.41,-6.1,-4.96,-7.5,-2.71,-3.2,-7.54,-7.42,-7.23,-7.28,-8.07,-4.77,-5.29,-7.71,-7.13,-8.52
OCC1N(CCc2c1cccc2)C(=O)CNC(=O)c1cccs1,-5.2,-8.29,-7.85,-4.95,-5.06,-6.75,-2.71,-2.65,-6.49,-6.33,-6.6,-7.01,-7.01,-5.5,-5.05,-7.14,-7.72,-7.84
OC(=O)c1cccc(c1)NCc1ccncc1,-4.37,-7.13,-7.21,-4.62,-4.7,-5.83,-2.73,-2.69,-5.83,-6.44,-6.93,-6.92,-6.44,-4.39,-4.42,-6.05,-6.22,-6.39
CC(C(c1ccccc1)NC(=O)N(Cc1cnn(c1)C)C)C,-5.29,-7.56,-7.48,-5.35,-4.65,-6.42,-2.39,-2.17,-6.16,-6.07,-6.55,-5.68,-6.3,-4.3,-4.45,-7.43,-7.26,-8.4
O=C(c1cc(ccc1N1CCOCC1)S(=O)(=O)N(C)C)Nc1ccccc1,-4.89,-8.5,-8.5,-5.82,-5.8,-7.64,-2.94,-2.86,-6.38,-6.87,-7.28,-6.86,-7.66,-5.29,-5.7,-7.45,-7.92,-8.95
O=C(c1cocc1)NC1CCS(=O)(=O)C1,-5.06,-6.52,-6.49,-4.69,-4.68,-5.86,-2.54,-2.75,-5.18,-4.85,-5.72,-5.53,-5.93,-3.94,-4.72,-6.91,-5.95,-7.39
N#Cc1c(C)c(C)nn(c1=O)CCc1ccncc1,-4.98,-7.49,-7.35,-4.62,-4.59,-6.45,-2.82,-2.82,-6.28,-6.27,-6.51,-5.88,-6.47,-5.03,-5.53,-7.13,-6.86,-7.49
