SMILES,3CLPro_pocket1,ADRP-ADPR_pocket1,ADRP-ADPR_pocket5,ADRP_pocket1,ADRP_pocket12,ADRP_pocket13,COV_pocket1,COV_pocket2,COV_pocket8,COV_pocket10,NSP9_pocket2,NSP9_pocket7,NSP15_pocket1,ORF7A_pocket2,PLPro_chainA_pocket3,PLPro_chainA_pocket23,PLPro_pocket6,PLPro_pocket50
O=C(c1ccccc1c1ccccc1C(=O)O)NC1CCOCC1,-5.03,-8.14,-7.66,-5.15,-5.63,-6.84,-2.53,-2.64,-5.97,-7.26,-8.42,-8.14,-7.91,-5.73,-4.81,-7.91,-8.21,-8.39
CCC(NC(=O)CN1CCN(CC1)c1oc(nc1C#N)C1CC1)CC,-5.06,-7.79,-7.82,-4.75,-4.48,-6.3,-1.93,-2.08,-5.8,-5.93,-5.53,-5.51,-6.47,-4.21,-4.71,-6.82,-6.96,-7.37
O=C(Nc1cccc2c1cccc2)CCS(=O)(=O)c1ccc2c(c1)OCCO2,-6.2,-10.54,-10.62,-5.96,-6.39,-8.45,-2.89,-2.95,-8.04,-7.94,-8.21,-7.63,-8.48,-6.04,-6.54,-8.98,-9.28,-10.67
COc1ccc(cc1)NS(=O)(=O)c1cccc(c1)NC(=O)NC1CCCCC1,-6.17,-10.06,-10.36,-5.84,-5.73,-8.38,-2.79,-2.81,-9.27,-8.9,-8.3,-7.34,-8.47,-6.09,-5.45,-9.12,-9.12,-10.67
CCOCCCN1C(=O)C(=O)N(C1=O)CC(=O)N1N=C(CC1c1ccco1)c1ccc(cc1)C,-3.85,-9.31,-8.93,-5.13,-5.17,-7.79,-2.13,-1.82,-7.09,-7.11,-7.08,-7.44,-7.19,-5.46,-5.25,-8.13,-7.31,-8.93
Brc1cccc(c1)CC(=O)N(c1c(C)noc1C)C,-4.8,-7.86,-7.83,-5.38,-5.27,-6.96,-3.26,-3.18,-6.47,-6.19,-6.7,-6.8,-6.67,-5.32,-6.9,-7.72,-7.27,-8.67
O=C(Nc1ccc(c(c1)S(=O)(=O)N1CCCCC1)C)CSc1nc2c(o1)cccc2,-5.76,-10.24,-10.67,-5.92,-6.16,-8.24,-3.37,-2.81,-7.62,-7.73,-8.81,-7.26,-7.88,-5.72,-5.83,-8.86,-8.6,-10.57
O=C(Nc1ccc(cc1F)C)CN1C(C)Cc2c1ccc(c2)S(=O)(=O)N,-5.03,-9.36,-9.52,-5.76,-6.12,-7.58,-2.86,-2.9,-7.19,-7.58,-7.04,-6.93,-7.96,-5.2,-6.55,-8.52,-8.91,-10.1
Clc1cccc(c1)NC(=O)C(Sc1[nH]c(c(n1)Cc1ccccc1)C)C,-5.46,-9.87,-9.75,-5.78,-5.86,-7.74,-2.47,-2.5,-7.01,-7.38,-7.49,-6.75,-7.37,-4.69,-5.94,-7.94,-8.11,-9.04
O=C(Cc1noc2c1cccc2)NC1CCc2n(C1)ccn2,-5.87,-8.87,-8.86,-5.81,-5.75,-7.41,-3.69,-3.39,-7.0,-6.98,-7.71,-6.98,-7.41,-5.32,-6.04,-8.84,-8.02,-9.52
CCC(=O)N1CCN(CC1)c1cnn(c(=O)c1Cl)c1ccccc1,-4.58,-8.38,-8.36,-5.34,-5.33,-7.02,-3.09,-3.09,-6.75,-6.89,-6.73,-6.42,-7.18,-5.03,-5.09,-7.41,-7.3,-8.39
N#Cc1nc(NCCC(=O)N(Cc2ccccc2)C)ccc1Cl,-5.08,-8.79,-8.81,-5.36,-5.25,-6.65,-2.33,-2.4,-6.48,-6.24,-6.99,-6.28,-6.74,-4.59,-4.85,-7.34,-7.57,-7.7
CCN1CCC(CC1)NC(c1nccn1C)C1CCOCC1,-6.97,-6.11,-6.07,-4.98,-5.06,-5.62,-2.46,-2.29,-4.59,-5.41,-4.03,-5.2,-6.19,-4.94,-4.55,-8.0,-6.61,-7.1
O=C(Nc1cc(nn1C)C)NC1CCCCNC1=O,-4.55,-6.86,-7.15,-5.09,-5.08,-6.64,-2.88,-2.92,-5.87,-6.3,-5.77,-5.92,-6.45,-4.9,-5.1,-6.59,-6.82,-8.01
COc1cc(CCC(=O)C)ccc1O,-3.42,-6.49,-6.21,-3.6,-3.54,-5.31,-2.01,-2.33,-5.11,-4.78,-6.13,-5.14,-5.39,-3.87,-4.3,-5.56,-5.99,-5.8
OC(=O)C(=O)NCC1CCN(C1)c1ccc(c(c1)F)F,-5.42,-6.88,-6.92,-4.91,-4.94,-5.3,-2.59,-2.61,-6.5,-6.77,-7.19,-6.86,-6.46,-4.1,-4.04,-6.64,-5.81,-7.26
O=C(c1ccncc1)N1CCN(CC1)C(=O)N1CCCC1,-4.38,-7.72,-7.69,-4.8,-4.64,-6.59,-2.78,-2.94,-6.96,-5.87,-6.09,-5.92,-6.48,-4.7,-5.36,-6.16,-7.07,-7.33
Cc1ccc(s1)C(=O)N1CCN(CC1)C(=O)c1cc(Cl)ccc1O,-5.18,-7.96,-7.95,-5.62,-5.73,-7.13,-2.88,-3.07,-6.92,-7.09,-7.78,-7.42,-7.58,-5.07,-5.77,-7.18,-8.03,-8.74
CNC(=O)C1CC(=O)N(C1)C1CN(C1)C(=O)COC(C)C,-6.62,-7.4,-7.47,-4.72,-4.81,-6.3,-2.34,-2.23,-6.39,-6.03,-6.19,-6.54,-5.86,-4.43,-4.4,-6.9,-6.49,-7.26
O=C(N(C1CCS(=O)(=O)C1)C1CCCC1)Cn1c(=O)oc2c1cccc2,-9.21,-9.6,-9.9,-5.82,-5.92,-7.6,-3.36,-3.34,-6.63,-8.14,-8.11,-7.33,-8.46,-5.93,-5.24,-7.9,-8.54,-9.63
O=C(Nc1c(C)cccc1C)CNC(=O)C1CC(=O)N(C1)C1CCCC1,-5.38,-8.97,-8.9,-5.77,-5.59,-7.9,-2.52,-2.8,-6.33,-6.67,-7.0,-7.03,-7.5,-5.37,-5.71,-8.32,-7.76,-9.09
O=C(Cc1ccccc1F)Nc1ccc(c(c1)S(=O)(=O)N1CCCCC1)Cl,-5.72,-9.63,-9.7,-6.33,-5.74,-8.25,-3.27,-3.14,-7.89,-7.29,-8.57,-7.41,-8.1,-6.27,-6.06,-8.78,-8.65,-9.69
O=C(c1ccc(cc1)c1nnc(o1)c1ccccc1)NC(c1ccccc1)C(=O)N,-6.12,-9.3,-9.28,-6.29,-6.22,-8.82,-3.1,-2.92,-8.22,-8.29,-7.47,-7.38,-8.79,-5.85,-5.73,-9.27,-7.91,-10.72
CCOC(=O)c1sc(cc1C)NC(=O)CN1CCC(CC1)C(=O)N1CC(C)OC(C1)C,-4.72,-9.4,-10.28,-5.27,-5.21,-8.19,-2.13,-2.47,-7.0,-6.91,-6.74,-5.86,-7.83,-4.78,-5.38,-7.66,-6.83,-9.1
CCN(S(=O)(=O)c1ccc2c(c1)[nH]cn2)CC,-4.58,-7.04,-6.94,-4.46,-4.68,-5.97,-2.72,-2.68,-5.69,-5.34,-6.57,-5.24,-6.15,-4.1,-4.61,-6.28,-6.47,-6.88
O=C(c1nnn(c1)c1ccccc1C(F)(F)F)N1CCN(CC1)Cc1ccc2c(c1)OCCO2,-6.5,-9.83,-9.62,-6.28,-5.89,-8.61,-2.61,-2.42,-7.18,-7.18,-6.98,-7.26,-8.63,-5.79,-5.8,-8.16,-9.39,-9.78
COC(=O)C1(CCC(CC1)C)NC(=O)c1cnn(c1)c1ccccc1F,-5.46,-8.78,-8.73,-5.37,-5.33,-7.68,-3.14,-3.14,-6.96,-7.6,-6.8,-7.27,-7.44,-5.34,-4.57,-8.42,-7.65,-8.81
O=C(N1CCN(CC1)Cc1ccc(s1)Cl)Cc1noc2c1cccc2,-6.74,-9.41,-9.31,-5.88,-5.79,-7.97,-3.21,-3.02,-7.53,-7.38,-7.24,-6.8,-7.97,-5.03,-6.28,-8.68,-8.98,-8.73
OC(=O)CNC(=O)c1ccc(cc1)NS(=O)(=O)c1ccc(c(c1)C)C,-4.32,-9.01,-9.01,-5.46,-6.15,-7.76,-3.21,-3.24,-7.2,-8.4,-7.82,-7.52,-6.83,-5.02,-5.14,-8.25,-7.58,-9.43
NC(=O)Cc1csc(n1)NC(=O)c1cccnc1SCc1c(C)noc1C,-5.47,-9.63,-10.0,-5.51,-5.6,-7.44,-2.55,-2.42,-6.99,-8.13,-7.77,-7.17,-8.31,-5.3,-6.28,-8.16,-8.72,-8.5
COc1cc(ccc1OC)C1SCCN1S(=O)(=O)c1ccc(cc1)Br,-8.47,-9.58,-10.39,-5.42,-5.61,-8.19,-3.71,-3.61,-7.78,-7.67,-7.21,-7.61,-7.9,-5.33,-6.14,-8.12,-8.44,-8.91
CCNC(=O)c1cccc(c1)CNC(=O)c1ccc(cc1)Cl,-5.03,-8.2,-8.42,-5.63,-5.86,-6.93,-2.67,-2.71,-7.14,-6.74,-7.21,-6.69,-7.02,-4.82,-5.66,-7.76,-7.73,-9.0
O=C(c1ccc(cc1)Cl)N1CCN(CC1)C1(CCCCC1)C(=O)N,-5.3,-8.03,-7.96,-5.11,-4.99,-7.21,-3.14,-3.07,-6.42,-5.87,-5.78,-6.51,-7.93,-5.99,-4.6,-9.17,-7.98,-9.96
O=C(N(c1ccc(cc1)[N+](=O)[O-])C)CN1CCC(CC1)c1c[nH]c2c1cccc2,-6.54,-10.86,-11.16,-6.2,-6.41,-8.86,-4.6,-2.86,-7.97,-9.7,-7.18,-8.4,-8.5,-5.91,-7.24,-8.31,-8.52,-11.0
N#Cc1ccccc1Sc1ccccc1C(=O)N(Cc1cccc(c1Cl)Cl)C,-5.33,-9.73,-10.49,-6.17,-6.18,-7.98,-2.88,-3.08,-8.25,-8.37,-8.32,-8.46,-8.53,-5.06,-7.01,-9.0,-10.4,-10.92
O=C(N1CC2(CCCC2)c2c(C1C)cc1c(c2)OCCO1)c1ccc(cc1)S(=O)(=O)N(C)C,-5.12,-8.84,-8.69,-6.74,-6.88,-8.54,-3.26,-3.27,-8.87,-8.33,-7.98,-8.07,-7.72,-4.97,-5.82,-7.54,-8.15,-10.72
O=C(Nc1ccncc1)NCc1nc2c([nH]1)nccc2,-4.74,-7.42,-7.39,-5.56,-5.52,-6.13,-2.47,-2.7,-6.78,-6.33,-6.99,-5.58,-6.5,-4.44,-5.6,-6.82,-6.36,-7.67
O=C(c1cccc(c1)S(=O)(=O)Nc1ccccc1C(=O)N1CCOCC1)N1CCOCC1,-5.82,-11.22,-11.0,-6.59,-6.47,-8.95,-3.44,-3.43,-7.84,-8.22,-7.79,-7.99,-9.04,-6.23,-6.64,-9.03,-8.98,-9.9
C=CCOc1ccc(cc1C(=O)N(CC#N)C)C(F)(F)F,-5.7,-6.78,-7.11,-4.34,-4.07,-5.54,-2.22,-2.07,-5.22,-5.36,-5.02,-5.02,-5.21,-3.81,-4.71,-6.59,-6.49,-6.97
OC(=O)CSCc1c(C)noc1C,-3.16,-6.09,-6.24,-4.08,-3.81,-5.5,-2.42,-2.09,-4.81,-5.86,-6.98,-6.16,-5.34,-4.09,-5.24,-5.51,-5.72,-5.87
N#Cc1c(C)c(C)nn(c1=O)CC(=O)N(c1ccccc1)Cc1ccccc1,-4.85,-9.52,-9.5,-6.2,-6.19,-7.65,-3.12,-3.21,-6.85,-7.35,-7.47,-7.45,-7.86,-6.02,-6.08,-9.25,-8.75,-10.38
N#Cc1cccc(c1)N(S(=O)(=O)C)CC(=O)NCc1ccc(cc1Cl)Cl,-5.35,-9.46,-9.28,-6.36,-6.15,-7.52,-3.3,-2.54,-6.48,-7.18,-7.21,-7.25,-7.35,-5.33,-5.08,-7.53,-8.16,-8.91
CN(Cc1cccc(c1)NC(=O)c1cccc2c1[nH]c1c2CCCC1)C,-6.69,-8.64,-9.17,-6.47,-6.65,-7.88,-3.28,-3.28,-7.52,-7.09,-8.19,-6.77,-8.73,-6.76,-5.64,-9.51,-7.93,-10.21
O=C(N1Cc2cnnn2Cc2c1cccc2)c1cscn1,-5.17,-8.11,-8.13,-5.11,-5.1,-6.92,-3.86,-3.72,-5.93,-7.19,-7.24,-6.77,-7.29,-4.6,-6.03,-6.99,-7.59,-7.88
COc1cccc(c1)NC(=O)COc1ccc(cc1)C(=O)Nc1ccccc1c1ccccc1,-9.3,-9.43,-9.54,-6.11,-5.67,-9.1,-2.94,-2.8,-7.99,-7.33,-8.04,-8.24,-9.51,-5.99,-5.68,-8.93,-8.43,-9.84
CC(=O)NC(C(=O)Nc1ccc(cc1F)C)C,-4.62,-6.44,-6.39,-4.07,-4.27,-5.7,-2.64,-2.66,-5.4,-5.66,-5.8,-5.02,-5.88,-4.38,-4.88,-7.0,-6.15,-7.41
SCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-5.34,-8.4,-8.79,-5.63,-4.86,-7.46,-3.7,-3.59,-8.2,-6.41,-5.59,-7.88,-8.32,-5.06,-4.67,-6.49,-7.72,-7.97
CC[N+](CC)(CC)CC,-2.62,-2.85,-2.83,-1.72,-1.72,-2.38,-1.02,-1.01,-1.97,-2.32,-2.26,-1.86,-3.56,-1.93,-1.45,-3.23,-3.66,-3.72
Fc1ccc(cc1)N1CCN(CC1)C(=O)C(NC(=O)c1ccccc1)Cc1ccccc1,-5.55,-9.3,-9.24,-6.34,-5.92,-7.77,-2.77,-2.58,-7.29,-7.35,-7.69,-7.47,-8.0,-5.41,-5.87,-9.7,-9.57,-10.28
O=C(c1cncn1c1ccccc1)NCCCn1cnc2c1cccc2,-5.49,-9.63,-9.67,-5.69,-5.44,-7.79,-2.38,-2.55,-6.23,-7.2,-7.0,-6.85,-7.04,-5.04,-5.59,-8.23,-8.0,-8.56
O=C(Nc1ccc(cc1)Oc1ccccc1)CCn1c(C)csc1=O,-5.45,-8.78,-8.94,-5.32,-5.73,-7.3,-2.91,-2.5,-7.45,-6.79,-6.44,-6.71,-7.16,-4.41,-5.0,-8.47,-6.98,-8.36
CN(C1CCCCC1)Cc1ccccc1NC(=O)c1cccc(c1)S(=O)(=O)C,-5.63,-9.0,-8.86,-6.11,-6.2,-8.0,-2.81,-2.63,-6.39,-7.46,-7.51,-7.43,-9.28,-5.88,-6.54,-10.36,-9.51,-9.56
O[Hg]CC(CNC(=O)c1ccccc1OCC(=O)O)OC,-2.51,-5.85,-5.8,-3.21,-2.98,-5.15,-1.08,-0.72,-5.05,-5.56,-5.8,-5.46,-5.42,-4.0,-2.78,-6.29,-5.25,-5.92
Cn1ncc(c1)CCNC(=O)[C@H]1CC[C@H](N1Cc1ccccc1)C(=O)N,-7.51,-7.4,-8.07,-5.32,-4.58,-6.32,-1.66,-1.72,-5.75,-5.87,-6.62,-5.47,-6.57,-4.46,-4.86,-7.1,-6.36,-7.79
COc1cccc(c1)N1CC(C)Cn2c1nc1c2c(=O)n(c(=O)n1C)Cc1ccc(cc1)F,-6.16,-8.94,-8.48,-6.05,-5.97,-8.54,-2.56,-2.58,-6.86,-6.41,-6.47,-6.77,-8.83,-4.7,-5.87,-7.95,-9.16,-9.69
OC1(CCCCC1)Cn1cnc2c1cccc2,-4.98,-7.35,-7.34,-4.39,-4.41,-6.25,-3.13,-2.89,-5.85,-5.45,-6.38,-5.76,-6.84,-4.39,-4.97,-7.3,-6.82,-7.64
CC(C(=O)N1CCc2c1cccc2)Sc1nnc(n1c1ccccc1)c1ccoc1C,-5.77,-10.04,-10.35,-5.41,-6.01,-7.86,-3.0,-2.71,-7.69,-7.91,-8.02,-7.9,-8.01,-4.92,-6.65,-8.37,-8.88,-10.61
O=C(Nc1cnc(nc1)C(C)(C)C)NC1CCCCCC1,-5.1,-8.08,-8.11,-5.15,-5.25,-6.86,-2.73,-2.59,-6.76,-6.54,-6.58,-5.89,-7.62,-4.86,-4.66,-6.86,-6.73,-8.02
Cc1oc(c(c1)C(=O)NCc1ccnc(c1)N1CCCC1)C,-5.35,-8.25,-8.3,-5.48,-5.73,-6.94,-2.78,-2.83,-6.6,-6.44,-7.5,-5.98,-7.68,-5.36,-6.4,-7.94,-7.67,-8.8
Brc1ccc(cc1)C(=O)N1CCC(CC1)C(=O)Nc1ccc2c(c1)CCC2,-6.23,-9.45,-9.45,-6.49,-6.49,-8.62,-3.88,-3.37,-7.08,-7.49,-8.36,-7.89,-8.47,-5.53,-6.04,-9.19,-8.21,-10.23
Cc1cc(=O)[nH]c(n1)c1cccc(c1)NS(=O)(=O)c1ccccc1F,-6.05,-9.42,-9.36,-6.03,-5.91,-7.71,-3.27,-3.36,-7.14,-7.21,-7.88,-7.59,-8.04,-5.18,-5.98,-9.07,-8.33,-9.47
Fc1ccc(cc1N1CCCS1(=O)=O)NC(=O)c1c[nH]nn1,-5.46,-8.45,-8.44,-6.06,-6.07,-6.97,-3.34,-3.3,-6.18,-6.89,-7.56,-7.03,-7.58,-5.1,-5.16,-8.43,-7.9,-8.34
CC1Cc2c(N1C(=O)CSc1nnc(s1)Nc1ccc(c(c1)C)C)cccc2,-5.92,-10.41,-10.41,-5.61,-5.94,-8.35,-2.88,-2.7,-7.75,-7.84,-8.25,-7.16,-8.31,-5.29,-6.45,-8.66,-8.63,-9.54
COc1ccc(c(c1)CN1CCN(CC1)C1(COCC1)C(=O)N)F,-7.06,-7.6,-7.67,-5.04,-4.53,-6.81,-1.88,-1.86,-5.59,-4.78,-4.74,-5.56,-6.78,-4.57,-4.42,-6.33,-7.01,-7.93
O=C(Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1)CSc1cc(Cl)ccc1Cl,-5.19,-10.64,-10.5,-6.14,-5.86,-9.03,-2.7,-3.04,-7.9,-7.82,-7.38,-7.33,-8.06,-5.04,-6.71,-9.19,-7.5,-9.35
CCc1nn(cc1CNCc1ccc2c(c1)ccc(n2)C)C,-5.29,-8.17,-8.16,-5.3,-5.51,-6.79,-3.12,-3.17,-6.16,-6.66,-5.56,-5.73,-7.19,-5.38,-5.47,-8.45,-7.46,-9.31
O=C(Nc1ccccc1[N+](=O)[O-])CCSc1nnc(n1C1CC1)C1CC1,-4.6,-9.64,-9.06,-5.97,-6.07,-7.25,-2.06,-2.15,-6.43,-8.42,-8.63,-7.21,-6.92,-5.58,-5.62,-7.58,-7.58,-8.42
COc1ccc(cc1S(=O)(=O)N1CCCCC1CNS(=O)(=O)C)[N+](=O)[O-],-5.23,-9.72,-9.19,-6.2,-6.15,-7.2,-2.48,-2.58,-6.45,-8.24,-7.65,-7.9,-7.74,-5.31,-5.31,-7.95,-7.68,-8.54
CC1CCN(C(C1)C)C(=O)c1ccc(cc1)N1CCCC1=O,-5.61,-8.17,-8.49,-5.79,-5.97,-7.57,-3.25,-3.1,-6.92,-7.08,-7.43,-6.73,-7.58,-4.84,-6.2,-7.44,-7.97,-8.55
CCN(CC(F)(F)F)CC1CCN(C1)C(=O)Nc1ccncc1C,-6.66,-6.43,-6.49,-4.28,-4.2,-5.67,-1.78,-1.58,-5.47,-5.48,-5.05,-4.53,-6.3,-4.12,-3.53,-6.01,-6.72,-5.94
Cc1ccc(c(c1)c1[nH]nc(n1)C1CC1)NC(=O)c1cscc1,-4.97,-7.64,-7.65,-5.96,-5.97,-6.77,-2.62,-2.61,-6.61,-6.6,-6.52,-6.16,-7.39,-5.09,-5.6,-7.2,-8.33,-8.1
Fc1ccc(cc1)OCC(CN1C(=O)C(N(C1=O)c1ccc(cc1)F)C)O,-4.74,-9.54,-9.03,-4.76,-4.82,-7.31,-2.19,-1.88,-6.27,-5.95,-6.32,-6.62,-6.74,-3.82,-4.89,-7.44,-6.84,-8.21
O=C1NCCN(CC1)C(=O)Nc1cccc(c1)Cl,-4.11,-6.84,-6.84,-4.88,-4.88,-6.32,-2.77,-2.76,-5.72,-6.12,-6.33,-6.13,-6.52,-4.81,-5.05,-7.48,-6.71,-8.4
Cn1ncc(c1)C1CCCN1Cc1nc2c(n1C)cccc2,-5.35,-7.15,-7.12,-5.11,-5.05,-5.86,-3.08,-3.08,-6.15,-6.35,-6.48,-5.33,-6.69,-5.06,-4.6,-7.94,-7.57,-8.57
CCCN(Cc1nnc(o1)c1ccco1)CC(=O)Nc1sc(c(c1C(=O)OCC)CC)C,-8.93,-8.7,-7.55,-4.9,-4.98,-6.1,-1.15,-1.01,-5.94,-6.39,-6.84,-5.72,-7.45,-4.43,-4.63,-7.7,-7.07,-8.75
Fc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C1CC(=O)N(C1=O)CCc1ccccc1,-6.07,-9.9,-10.68,-5.63,-5.26,-8.06,-2.67,-2.69,-6.96,-6.58,-6.9,-7.16,-7.68,-5.47,-5.33,-7.87,-8.08,-9.45
Cc1nc2c(s1)C(CCC2)NC1CC=CC1,-5.62,-7.3,-7.29,-5.31,-5.29,-6.18,-3.43,-3.44,-5.52,-6.07,-5.74,-5.35,-6.95,-5.17,-5.08,-9.01,-7.34,-9.51
CCN(S(=O)(=O)c1cccc(c1)C(=O)Nc1ccnn1Cc1ccc(cc1)C)CC,-4.96,-9.31,-9.45,-5.33,-5.33,-7.35,-3.02,-2.95,-6.36,-6.66,-7.13,-7.24,-7.77,-5.33,-5.34,-7.9,-8.53,-8.41
Brc1ccc2c(c1)CCN(C2)Cc1ncnn1C,-4.93,-7.02,-7.01,-4.76,-4.76,-5.87,-2.54,-2.72,-5.51,-5.46,-4.8,-5.13,-6.82,-4.84,-5.02,-7.13,-6.76,-7.89
O=C(CC(c1cccs1)NC(=O)N)Nc1cccc(c1)Br,-5.08,-7.5,-7.56,-5.82,-5.29,-6.66,-2.57,-2.36,-6.58,-6.77,-6.64,-6.05,-7.28,-5.64,-5.03,-8.02,-7.57,-8.32
O=C(Nc1cccc2c1[nH]nc2)COc1ccccc1C(C)(C)C,-5.47,-7.92,-7.94,-5.13,-5.78,-7.07,-2.63,-2.56,-6.88,-7.77,-7.09,-6.77,-7.26,-5.48,-5.19,-8.62,-8.34,-8.41
CC(=O)c1ccc(cc1)S(=O)(=O)N(Cc1cccs1)Cc1ccco1,-5.23,-9.35,-9.12,-5.55,-5.61,-7.4,-2.45,-2.55,-7.21,-6.53,-6.37,-7.03,-6.96,-4.66,-5.37,-8.41,-7.97,-8.84
CCCn1c(NC(=O)CCn2cnc3c(c2=O)ccs3)nc2c1cccc2,-5.63,-8.54,-8.74,-5.85,-5.71,-6.45,-2.92,-2.71,-6.54,-6.25,-6.19,-5.69,-7.68,-4.53,-5.02,-7.65,-7.92,-8.46
Clc1cccc(c1)C1CCCCN1,-5.07,-6.18,-6.21,-4.16,-4.2,-5.28,-3.07,-3.07,-5.15,-5.21,-5.42,-4.88,-6.3,-5.05,-4.52,-7.32,-6.77,-7.75
CC(C1COc2c1cccc2)NC(=O)N1CCSCCC1C,-7.3,-8.31,-8.1,-5.02,-4.51,-6.72,-2.73,-2.8,-6.48,-6.35,-6.68,-6.63,-7.34,-4.21,-5.42,-7.34,-7.72,-9.13
Cc1cc2nnc(n2c2c1cccc2)SCc1nc2c(o1)cccc2,-5.69,-8.99,-8.99,-6.57,-6.45,-7.65,-3.83,-3.8,-6.58,-7.32,-7.67,-7.4,-8.06,-4.49,-6.4,-9.02,-9.64,-9.73
Cn1ncc2c1ncnc2NCC1(CCOCC1)c1ccccc1,-5.94,-8.13,-8.07,-5.18,-5.39,-6.83,-2.47,-2.6,-6.07,-7.04,-7.09,-7.38,-7.33,-5.24,-4.99,-7.98,-7.66,-7.86
OC(=O)c1[nH]cc(c1)S(=O)(=O)N1CCCc2c1cccc2,-3.81,-8.57,-8.63,-4.77,-5.08,-6.86,-2.96,-2.98,-6.57,-7.85,-7.51,-8.17,-7.46,-4.85,-4.62,-6.72,-7.49,-7.69
COc1ccccc1c1nn2c(c1)nc(cc2N1CCOCC1)C,-5.21,-8.08,-8.12,-5.52,-5.51,-6.57,-3.05,-3.02,-5.95,-7.16,-7.34,-6.19,-6.91,-5.37,-5.24,-7.15,-7.89,-8.15
CN(CCN(C(=O)c1[nH]cc(c1)Br)C1CCCC1)C,-5.34,-6.28,-6.34,-4.3,-3.99,-5.86,-2.53,-2.56,-5.67,-5.48,-4.59,-4.64,-6.09,-4.39,-4.5,-7.03,-6.49,-7.67
O=C(NCc1ccccc1CN1CCOCC1)CCC(=O)c1cccs1,-4.47,-8.28,-8.55,-4.95,-4.66,-6.87,-1.35,-1.77,-6.13,-6.57,-5.77,-6.11,-6.79,-5.51,-5.09,-8.56,-7.63,-8.55
O=C(Nc1cccc(c1)Cl)CCC(=O)c1ccc2c(c1)CCC2,-5.9,-9.93,-9.91,-5.7,-5.57,-8.01,-3.15,-3.16,-7.73,-7.41,-7.94,-7.02,-7.83,-5.46,-5.84,-8.19,-8.51,-9.09
